6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.840000000000000524e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.840000000000000524e-01,6.840000000000000524e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.239999999999999547e-01,6.840000000000000524e-01,6.840000000000000524e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.239999999999999547e-01,8.239999999999999547e-01,8.239999999999999547e-01,6.840000000000000524e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.720000000000000195e-01,8.239999999999999547e-01,8.239999999999999547e-01,8.239999999999999547e-01,6.840000000000000524e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000018e-01,7.720000000000000195e-01,7.720000000000000195e-01,8.239999999999999547e-01,8.239999999999999547e-01,8.239999999999999547e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.720000000000000195e-01,7.720000000000000195e-01,8.239999999999999547e-01,8.239999999999999547e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.720000000000000195e-01,7.720000000000000195e-01,6.840000000000000524e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.520000000000000018e-01,8.010000000000000453e-01,8.010000000000000453e-01,7.980000000000000426e-01,7.980000000000000426e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.520000000000000018e-01,7.720000000000000195e-01,6.840000000000000524e-01,0.000000000000000000e+00
7.069999999999999618e-01,7.069999999999999618e-01,6.820000000000000506e-01,6.820000000000000506e-01,6.820000000000000506e-01,6.820000000000000506e-01,6.820000000000000506e-01,6.820000000000000506e-01,6.820000000000000506e-01,8.110000000000000542e-01,1.270000000000000018e-01
