4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.719999999999999751e-01,4.480000000000000093e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.510000000000000120e-01,4.580000000000000182e-01,4.480000000000000093e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.570000000000000173e-01,4.580000000000000182e-01,5.500000000000000444e-01,4.480000000000000093e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.590000000000000191e-01,4.689999999999999725e-01,4.610000000000000209e-01,4.369999999999999996e-01,4.520000000000000129e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.350000000000000200e-01,4.440000000000000058e-01,3.820000000000000062e-01,4.660000000000000253e-01,4.779999999999999805e-01,4.550000000000000155e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.330000000000000182e-01,3.870000000000000107e-01,4.309999999999999942e-01,4.650000000000000244e-01,3.599999999999999867e-01,4.759999999999999787e-01,4.550000000000000155e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.909999999999999809e-01,3.439999999999999725e-01,3.420000000000000262e-01,4.030000000000000249e-01,3.459999999999999742e-01,4.410000000000000031e-01,3.780000000000000027e-01,5.230000000000000204e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.479999999999999760e-01,3.059999999999999942e-01,3.109999999999999987e-01,3.009999999999999898e-01,2.969999999999999862e-01,3.079999999999999960e-01,4.450000000000000067e-01,4.040000000000000258e-01,6.310000000000000053e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.690000000000000169e-01,2.369999999999999885e-01,2.800000000000000266e-01,2.399999999999999911e-01,2.989999999999999880e-01,2.999999999999999889e-01,2.969999999999999862e-01,3.840000000000000080e-01,4.680000000000000271e-01,6.239999999999999991e-01,0.000000000000000000e+00
1.990000000000000102e-01,1.400000000000000133e-01,1.489999999999999936e-01,1.300000000000000044e-01,1.600000000000000033e-01,1.600000000000000033e-01,2.139999999999999958e-01,1.940000000000000058e-01,1.769999999999999907e-01,1.390000000000000124e-01,2.230000000000000038e-01
